,Unnamed: 0,평점,날짜,제목,내용
1339,1339,5,21.05.10.,정착해야할듯 예전 헤라는 커버력 갑에 밀림과 들뜸도 최강이었는데 이건 완전 다르네요ㅎㅎㅎ 우와 소량으로 많이 발리고 들뜨지않고 수정화장 잘 안하는데 해봤더니 들뜨지않고,정착해야할듯 예전 헤라는 커버력 갑에 밀림과 들뜸도 최강이었는데 이건 완전 다르네요ㅎㅎㅎ 우와 소량으로 많이 발리고 들뜨지않고 수정화장 잘 안하는데 해봤더니 들뜨지않고 잘됐어요 헤라가 이렇게 좋았나요 ㅎㅎㅎ 정착할듯
1340,1340,4,20.05.01.,헤라 블랙쿠션 전에도 계속 써왔던건데 호가 의외로,헤라 블랙쿠션 전에도 계속 써왔던건데 호가 의외로 좀 밝아서 호를 구매했는데 이건 또 생각보다 많이 어둡네요 과의 중간이었으면 더 좋았을텐데 제품의 품질은 좋습니다 다만 제가 원하던 색은 좀 아니라서 그냥 갖고있난 호와 섞어서 바르려고요 그래야 색상이 피부에 에 맞을것 같네요
1341,1341,5,20.09.17.,어머니 좋아하시는 화장품추석선물,요즘 코로나로 바깥 활동을 자제하다보니 화장품을 거의 사용하지 않으시던 어머니께서 경제도 안 좋고 환경도 생각해서 추석선물은 설화수 퍼펙팅쿠션리필을 보내달라고 하셨습니다 물론 개가 아닌 개 선물해 드렸습니다 이번 추석 방문도 어렵고 사회적 거리두기로 어머니께 넉넉히 사용하셨으면 합니다
1342,1342,5,20.08.04.,배송이 하루만에 왔네요ㅋㅋ헤라 블랙쿠션 항상 쓰던 제품이에요다른 쿠션들은 여름에 특히 쉽게 무너지고얼굴에 뭉침이 생기는데헤라 블랙쿠션은 커버도 잘 되고얼굴에 매트하게 착 밀,배송이 하루만에 왔네요ㅋㅋ헤라 블랙쿠션 항상 쓰던 제품이에요다른 쿠션들은 여름에 특히 쉽게 무너지고얼굴에 뭉침이 생기는데헤라 블랙쿠션은 커버도 잘 되고얼굴에 매트하게 착 밀착되서 번들거리거나화장이 잘 무너지지 않아서 좋아요함께 받은 샘플들도 잘 사용할게요
1343,1343,4,20.09.21.,커버력이 원래 쓰던거에 비해 부족하고 건성이 쓰기에는 건조했음ㅠㅠ 주변에 쓰는 친구들은 다들 만족하면서 잘 쓰니까 그냥 나랑 맞지 않았던걸로ㅎ 엄마 드렸는데 엄마는 좋아하셨어,커버력이 원래 쓰던거에 비해 부족하고 건성이 쓰기에는 건조했음ㅠㅠ 주변에 쓰는 친구들은 다들 만족하면서 잘 쓰니까 그냥 나랑 맞지 않았던걸로ㅎ 엄마 드렸는데 엄마는 좋아하셨어요 그리고 배송 빠르고 작은 박스에 귀엽게 잘 포장해주심
1344,1344,2,20.10.16.,배송과정이 너무 별로여서 별 뺍니다 물건이안와서 글남기니까 아직 분류잡업중이라 하길래 반품 하고 그 뒤에 물건이 오는바람에 걍쓴다로 반품취소 했는데 그날저녁에 반품받으신다고 기,배송과정이 너무 별로여서 별 뺍니다 물건이안와서 글남기니까 아직 분류잡업중이라 하길래 반품 하고 그 뒤에 물건이 오는바람에 걍쓴다로 반품취소 했는데 그날저녁에 반품받으신다고 기사님이 집문을 막 두둥겨서 취소됬다고 제가 다시말했네요 이렇게 소통이 안되는 업체는 처음봄
1345,1345,5,21.05.27.,택배를 도난당해서 써보진 못했지만판매자님께서 친절하게 응대해주셔서 감사해서 리뷰남겨요택배 잃어버려서 감정적으로 말해서 기분 나쁘실수 있었을텐데 차분히 응대해주시고 친절하게 말씀해주,택배를 도난당해서 써보진 못했지만판매자님께서 친절하게 응대해주셔서 감사해서 리뷰남겨요택배 잃어버려서 감정적으로 말해서 기분 나쁘실수 있었을텐데 차분히 응대해주시고 친절하게 말씀해주셔서 감사합니다답변도 빠른시간안에 해주셔서 감사했습니다
1346,1346,5,21.05.29.,엄마 사드렸는데 커버력 좋고 괜찮다고 하시네요 기존제품,엄마 사드렸는데 커버력 좋고 괜찮다고 하시네요 기존제품보다 보완된건 맞나봐요엄마 사드렸는데 커버력 좋고 괜찮다고 하시네요 기존제품보다 보완된건 맞나봐요엄마 사드렸는데 커버력 좋고 괜찮다고 하시네요 기존제품보다 보완된건 맞나봐요
1347,1347,5,19.10.04.,지성피부에 쓰는데 지속력도 좋고 커버력도 괜챦은것 같아요 블랙쿠션과 에이지리버스 두가지 주문했는데 블랙쿠션은 케이스에 포장되어 있는제품으로 와서 좋았어요 에이지리버스쿠션도 케이,지성피부에 쓰는데 지속력도 좋고 커버력도 괜챦은것 같아요 블랙쿠션과 에이지리버스 두가지 주문했는데 블랙쿠션은 케이스에 포장되어 있는제품으로 와서 좋았어요 에이지리버스쿠션도 케이스에 ㅂㅎ내주셨으면 더 좋았을것 같아요 유통기한도 년으로 넉넉합니다
1348,1348,5,18.10.12.,좋네요 오늘 써봤는데 괜찮아요매트한 제품이라그런지 건성이신분들은 기초탄탄히 하고 발라야 할듯요건성이신분이 기초 가볍게 하고 바르면 많이 건조할거같아요그거빼고는 다 괜찮아요 밀착력도,좋네요 오늘 써봤는데 괜찮아요매트한 제품이라그런지 건성이신분들은 기초탄탄히 하고 발라야 할듯요건성이신분이 기초 가볍게 하고 바르면 많이 건조할거같아요그거빼고는 다 괜찮아요 밀착력도 좋고 지속력은 오늘 저녁지나봐야 알듯해요아 그리고 냄새가 조금 엄마화장품냄새같은 향이 진하긴한데 좋은점이 많아서 지속력만 좋으면앞으로 쭉 쓸 예정입니다
1349,1349,4,21.05.27.,샘플이나 헤어핀 등등 추가적으로 주는것들 잘받았습니다 근데 겉이 너무 더러워서 놀랐네여 포장도 뭔가 빈약하게되있고 그래서 거기서 점뺏네여 제품은 두말할것없이 너무 좋아여 이시기에,샘플이나 헤어핀 등등 추가적으로 주는것들 잘받았습니다 근데 겉이 너무 더러워서 놀랐네여 포장도 뭔가 빈약하게되있고 그래서 거기서 점뺏네여 제품은 두말할것없이 너무 좋아여 이시기에 쓰기 딱 좋은제품인것같아요
1350,1350,2,17.11.29.,별로예요,여름에 구매했었는데 이제야 후기 남깁니다 일단 제 피부타입은 민감성 수부지 타입입니다 보통의 수부지보다는 기름기가 덜도는 지성과 건성 사이 어디쯤  피지가 많지만 기름기로 나오기보다는 안에서 말라버리는 딱딱한 피지가 많은편 피부결이 좋지 않아요 모공이 큽니다 여름에 블랙쿠션이 한참 잘팔렸었죠 유투버 후기보고 저도 구매했었는데 진리의 케바케 저에게는 너무나 최악이었던 아이템언니에게는 잘 맞는거같더라구요 저는 이거 바르면 피부가 되게 못나보였고 시간지나도 되게 별로였어요 막 무너지는 건 절대 아니고 그냥 칙칙해져서 수정하려고 덧바르면 엄청 두꺼워지고 뭉칩니다 아주 얇게도 발라보고 다른 스펀지로도 발라보고 손에 힘빼고 호도도도도 해봐도 아무리해봐도 나에겐 슈레기템 ㅠㅠ 하지만 잘 맞는 사람에겐 인생템이라고 하니까 테스트해보고 사시길 바라요 지금은 겨울이라 많이들 안살것 같지만
1351,1351,5,21.05.12.,전반적 피부표현이 좋아졌고향도 옅어졌어요저처럼 건성도 기초를 잘하고 쓸수 있게 바뀐게 제일 좋은것 같아요,전반적 피부표현이 좋아졌고향도 옅어졌어요저처럼 건성도 기초를 잘하고 쓸수 있게 바뀐게 제일 좋은것 같아요
1352,1352,5,21.05.11.,패키지 구성도 너무 실속있고커버력 대박입니다마스크에도 안 묻어나는 밀착력 재구매 의사 충만합니다,패키지 구성도 너무 실속있고커버력 대박입니다마스크에도 안 묻어나는밀착력 재구매 의사 충만합니다
1353,1353,5,21.04.16.,깔끔한케이스와 자석으로닫히는 케이스정말 좋았구요 지금 호수가 아시아쪽으로 잘맞는것같아요,깔끔한케이스와 자석으로닫히는 케이스정말 좋았구요 지금 호수가 아시아쪽으로 잘맞는것같아요
1354,1354,4,21.04.20.,아직 써보진 않았지만 후기가 좋아서 기대되네요 ㅎㅎ 쓰고 있던거 다 쓰고 쓸려고 아껴두고 있어요 가방은 진짜 후기처럼 필요가없네요 라방때 보기엔 좋아보였는데 실물은 별로에요,아직 써보진 않았지만 후기가 좋아서 기대되네요 ㅎㅎ 쓰고 있던거 다 쓰고 쓸려고 아껴두고 있어요 가방은 진짜 후기처럼 필요가없네요 라방때 보기엔 좋아보였는데 실물은 별로에요
1355,1355,5,18.11.23.,듣던대로 좋습니다  저렴한 가격에 좋은 제품 사용할수있어서 너무 좋네요 클리오 킬커버 파운웨어 쿠션 쓰다가 블랙쿠션 구매해보았는데 킬커버 보다 더 매트한감은 있습니다 건조한,듣던대로 좋습니다  저렴한 가격에 좋은 제품 사용할수있어서 너무 좋네요 클리오 킬커버 파운웨어 쿠션 쓰다가 블랙쿠션 구매해보았는데 킬커버 보다 더 매트한감은 있습니다 건조한 가을 겨울엔 베이스를 촉촉히 해주고 사용하면 좋을 것같습니다
1356,1356,5,21.04.09.,생각보다 촉촉하게 잘발리고 커버도 잘됩니다저는 퍼프가 참 마음에드네요얇지않고 통통한게ㅋ자석으로 된 것도 편하고 케이스 넘나 이뻐요ㅎㅎ근데 마스크에는 묻어나는건 어쩔수없네영ㅜ,생각보다 촉촉하게 잘발리고 커버도 잘됩니다저는 퍼프가 참 마음에드네요얇지않고 통통한게ㅋ자석으로 된 것도 편하고 케이스 넘나 이뻐요ㅎㅎ근데 마스크에는 묻어나는건 어쩔수없네영ㅜㅋ
1357,1357,5,21.04.17.,밀착력도 좋고 얇게 잘 발리네요다른 쿠션보다 조금 매트하고 마스크에 잘 안묻어나는 편이에요 구성도 알차고 만족합니다,밀착력도 좋고 얇게 잘 발리네요다른 쿠션보다 조금 매트하고 마스크에 잘 안묻어나는 편이에요 구성도 알차고 만족합니다
1358,1358,4,21.05.14.,제품이 생각보다 밝아요 욕심내지말고  살껄 그랬나봐요 가방은들고 다닐 수 없을 퀄리티에요 삔도 조금 아쉽네요,제품이 생각보다 밝아요 욕심내지말고  살껄 그랬나봐요 가방은들고 다닐 수 없을 퀄리티에요 삔도 조금 아쉽네요
1359,1359,5,21.03.30.,헤라 블랙쿠션 너무 맘에들어요배송도 빠르고 케이스도 고급스럽네요커버력 너무 좋고 피부에 자연스럽게 스며드네요사은품잘쓸게요너무 귀엽고 이뻐요,헤라 블랙쿠션 너무 맘에들어요배송도 빠르고 케이스도 고급스럽네요커버력 너무 좋고 피부에 자연스럽게 스며드네요사은품잘쓸게요너무 귀엽고 이뻐요
1360,1360,5,21.04.17.,밀착력 무너짐 지속력 뭐하나 빠지는거 없이 좋더라요 리필까지 챙겨주는 센스 굿입니다,밀착력 무너짐 지속력 뭐하나 빠지는거 없이 좋더라요 리필까지 챙겨주는 센스 굿입니다
1361,1361,5,21.05.29.,아니 이렇게 많이주셔도 괜찮은건지ㅎㅎㅎ기분은 백화점기분내구 사은품은 방판느낌이네요  감사합니다,아니 이렇게 많이주셔도 괜찮은건지ㅎㅎㅎ기분은 백화점기분내구 사은품은 방판느낌이네요  감사합니다
1362,1362,5,21.04.08.,케이스가 너무 예뻐요 커버력도 좋아요,케이스가 너무 예뻐요 커버력도 좋아요
1363,1363,5,21.04.10.,헤라 쿠션 처음 사봅니다 매우 만족스러워요 확실히 커버력 좋고 마스크에 묻어남도 적네요,헤라 쿠션 처음 사봅니다 매우 만족스러워요 확실히 커버력 좋고 마스크에 묻어남도 적네요
1364,1364,5,21.04.17.,쿠션하나 시켰는데 사은품이 더 많이 왔네요쿠션본품하나 리필하나 픽서 립 선크림 퍼프개짱입니다,쿠션하나 시켰는데 사은품이 더 많이 왔네요쿠션본품하나 리필하나 픽서 립 선크림 퍼프개짱입니다
1365,1365,5,21.04.10.,예전 버젼보다 리뉴얼 버전이 확실히 더 좋아졌네요마스크 끼고 시간정도 있었는데 거의 안묻어 나왔어요,예전 버젼보다 리뉴얼 버전이 확실히 더 좋아졌네요마스크 끼고 시간정도 있었는데 거의 안묻어 나왔어요
1366,1366,5,21.04.22.,너무 잘받았어요 말씀하신 사은품 빠짐없이 모두 받았고 상품도 만족해요 쿠션유목민이였는데 여름에도 잘쓸거같아요,너무 잘받았어요 말씀하신 사은품 빠짐없이 모두 받았고 상품도 만족해요 쿠션유목민이였는데 여름에도 잘쓸거같아요
1367,1367,5,21.04.16.,기존 헤라블랙쿠션보다 좋겠죠 뚜껑케이스 금방 고장ㄴㅏ겠지만 일단 좋아요미니백이 온거보니까 명 안에 들었나바요 ㅎㅎ 너무 좋네요퍼프도 주시고 감사합니다,기존 헤라블랙쿠션보다 좋겠죠 뚜껑케이스 금방 고장ㄴㅏ겠지만 일단 좋아요미니백이 온거보니까 명 안에 들었나바요 ㅎㅎ 너무 좋네요퍼프도 주시고 감사합니다
1368,1368,5,21.04.10.,좋은 가격으로 잘 샀어요,좋은 가격으로 잘 샀어요
1369,1369,5,21.03.30.,얇고 뽀송하게 잘 밀착됩니당구성 좋아서 마음에 들어요,얇고 뽀송하게 잘 밀착됩니당구성 좋아서 마음에 들어요
1370,1370,5,21.04.03.,헤라 블랙쿠션을 더 업그레이드 할 수 있다는게 놀라울 따름입니다 ,헤라 블랙쿠션을 더 업그레이드 할 수 있다는게 놀라울 따름입니다 
1371,1371,5,21.04.03.,사용기간 긴거왔어요,사용기간 긴거왔어요
1372,1372,4,18.04.01.,좋아요,배송은 주문하고 바로 다음날 와서 좋았구요 아직 이틀밖에 사용하지 않아서 좀 더 두고 봐야 겠지만 바를땐 촉촉한데 끈적이지 않아서 좋은것 같아요 시간이 지나서 보면 무너짐이 은은한 광이 나면서 더럽지 않아서 좋았습니다 커버력도 중상 지속력도 중상정도 되는것 같아요 무엇보다 백화점보다 저렴하게 구매해서 좋습니다
1373,1373,5,21.05.26.,기존블랙쿠션도 넘좋았는데다들좋다고 해서 믿고 구매했어요얇은게 커버력지속력까지케이스가 살짝커지고 마그네틱이라 훨씬 편하고 향도 훨씬좋아졌어요기존에호썼는데 이번컬러랑,기존블랙쿠션도 넘좋았는데다들좋다고 해서 믿고 구매했어요얇은게 커버력지속력까지케이스가 살짝커지고 마그네틱이라 훨씬 편하고 향도 훨씬좋아졌어요기존에호썼는데 이번컬러랑 얼마나 차이날지궁금하네요
1374,1374,5,21.02.04.,와 분명 쿠션만 주문한거같은데선물같은 구성품에 감동입니당꼭필요한 포인트로만 구성품주셔서 더 감동이었어요쿠션 촉촉함과 뽀송함유지되는것도 넘 좋고재구매 프로입니다넘넘 감사,와 분명 쿠션만 주문한거같은데선물같은 구성품에 감동입니당꼭필요한 포인트로만 구성품주셔서 더 감동이었어요쿠션 촉촉함과 뽀송함유지되는것도 넘 좋고재구매 프로입니다넘넘 감사합니다
1375,1375,5,21.05.10.,호수를 엄청엄청 고민하다가 샀어요  나름 만족합니다 저는 건성이라 매트해진다고해서 걱정했는데 기초 탄탄하게하고 바르니까 뽀송뽀송하고 좋았어요 재구매의사 있습니다  특히 마스크에,호수를 엄청엄청 고민하다가 샀어요  나름 만족합니다 저는 건성이라 매트해진다고해서 걱정했는데 기초 탄탄하게하고 바르니까 뽀송뽀송하고 좋았어요 재구매의사 있습니다  특히 마스크에 잘 안묻어나서 좋아요
1376,1376,5,21.05.13.,기존 블랙쿠션을 통 넘게 너무 잘 사용해서 더 밀착력이 좋아졌다는 정보를 듣고 구매했습니다 원래 을 사용했지만 좀 더 밝고 핑크베이스인 컬러를 사용하고 싶어서 로 구,기존 블랙쿠션을 통 넘게 너무 잘 사용해서 더 밀착력이 좋아졌다는 정보를 듣고 구매했습니다 원래 을 사용했지만 좀 더 밝고 핑크베이스인 컬러를 사용하고 싶어서 로 구매했어요 만족합니다
1377,1377,5,21.05.15.,헤라 사은품도 많이 챙겨주셔서 넘 좋네요 사실 현백 가서 구매하려고 했었는데 가서 보고만 오고 결국 인터넷으로 구매했더니 바로 다음날 오네요 잘 쓰고 또 구매할 생각 있어요,헤라 사은품도 많이 챙겨주셔서 넘 좋네요사실 현백 가서 구매하려고 했었는데 가서 보고만 오고 결국 인터넷으로 구매했더니 바로 다음날 오네요잘 쓰고 또 구매할 생각 있어요
1378,1378,4,21.05.22.,유튜브보고 고민하다가 고민했는데 만족스러워요컬러가 딱 제 피부보다 반톤정도 밝아서 쓰기 좋고 얇게 발려서 좋아요,유튜브보고 고민하다가 고민했는데 만족스러워요컬러가 딱 제 피부보다 반톤정도 밝아서 쓰기 좋고 얇게 발려서 좋아요
1379,1379,5,21.04.18.,오 확실히 바르니까 밀착정말 잘되고 좋네요얇게 발리면서 커버력도 괜찮고 피부에 딱 붙는게 마스크 묻어남이 아예없지는 않지만 마무리가 보송하다보니 덜 묻어나는 듯해요 케이스도 고급,오 확실히 바르니까 밀착정말 잘되고 좋네요얇게 발리면서 커버력도 괜찮고 피부에 딱 붙는게 마스크 묻어남이 아예없지는 않지만 마무리가 보송하다보니 덜 묻어나는 듯해요 케이스도 고급스럽고 예쁘네요
1380,1380,5,21.05.10.,제가 선택한 색상이 재고가 없어 주 기다려서 받았습니다밀착력 좋고 마스크 묻어남도 없다고는 할 수 없지만 확실히 덜해요색상은 평소보다 한톤 밝게 선택해도 괜찮을 것 같아요,제가 선택한 색상이 재고가 없어 주 기다려서 받았습니다밀착력 좋고 마스크 묻어남도 없다고는 할 수 없지만 확실히 덜해요색상은 평소보다 한톤 밝게 선택해도 괜찮을 것 같아요
1381,1381,5,21.05.13.,헤라 파운데이션을 만족하며 써서 블랙 쿠션도 구매해봤어요 촉촉한 편은 아니지만 기초케어을 탄탄히 하고 쓰면 건성도 사용 가능할 것 같아요,헤라 파운데이션을 만족하며 써서 블랙 쿠션도 구매해봤어요 촉촉한 편은 아니지만 기초케어을 탄탄히 하고 쓰면 건성도 사용 가능할 것 같아요
1382,1382,4,21.05.13.,생각보다 소량으로도 커버력이 좋습니다 너무 매트하지도 않고 윤기도 있고 다 좋은데 피부가 문제인건지 기초가 문제인지 조금지나면 금방 들뜨네요ㅜ,생각보다 소량으로도 커버력이 좋습니다 너무 매트하지도 않고 윤기도 있고 다 좋은데 피부가 문제인건지 기초가 문제인지 조금지나면 금방 들뜨네요ㅜ
1383,1383,5,21.05.23.,배송은 조금 느렸지만 원하는 상품을 싸게살수있어 좋습니다 사은품도 주셔서 잘쓰고있어요,배송은 조금 느렸지만 원하는 상품을 싸게살수있어 좋습니다 사은품도 주셔서 잘쓰고있어요
1384,1384,5,21.04.19.,헤라 쿠션 잘 쓰고 있어서 이번에도 만족했어요,헤라 쿠션 잘 쓰고 있어서 이번에도 만족했어요같이 온 사은품도 좋구요 싸게 잘 샀습니다
1385,1385,5,21.05.11.,왜 이제 샀을까요 다른 쿠션보다 밀착력이 뛰어나네요 다 쓰고 나면 또구매할꺼에요,왜 이제 샀을까요 다른 쿠션보다 밀착력이 뛰어나네요 다 쓰고 나면 또구매할꺼에요
1386,1386,5,21.04.24.,저번보다 확실히 리뉴얼이 더 좋은거같아요 오자마자 화장하고 나갔는데 정말 소문대로 마스크에 덜 묻어나와요 주신 미니쿠션도 건조한 부위에 쓰면 딱일듯해요 그외에 정성스런포장과 샘,저번보다 확실히 리뉴얼이 더 좋은거같아요 오자마자 화장하고 나갔는데 정말 소문대로 마스크에 덜 묻어나와요 주신 미니쿠션도 건조한 부위에 쓰면 딱일듯해요 그외에 정성스런포장과 샘플잘쓸께요
1387,1387,5,21.05.06.,구성도 맘에 들고 화장도 쫀쫀하니 잘 먹어요또 재구매할게요,구성도 맘에 들고 화장도 쫀쫀하니 잘 먹어요또 재구매할게요
1388,1388,5,21.05.31.,좋아요 블랙쿠션으로 정착하려구요,좋아요 블랙쿠션으로 정착하려구요
1389,1389,5,21.04.13.,배송도 빠르고 구성도 넘 맘에들어요 틴트가 갖고싶어서 여기서 주문했는데 전부 와서 넘 좋아요 파우치도오고 쇼핑백도오고 정말 정성스레 챙겨주셨어요 포장도 꼼꼼하고요 잘쓰겠습니다 감,배송도 빠르고 구성도 넘 맘에들어요 틴트가 갖고싶어서 여기서 주문했는데 전부 와서 넘 좋아요 파우치도오고 쇼핑백도오고 정말 정성스레 챙겨주셨어요 포장도 꼼꼼하고요 잘쓰겠습니다 감사해요 번창하세요
1390,1390,5,21.05.27.,매니저님 감사합니다,매니저님 감사합니다
1391,1391,5,21.05.15.,기존꺼보다 확실히 가벼운 느낌이 있어요호 쓰고있다가 너무 붉은기가 많아서 문의후  구매했는데 아주 잘맞아요주신 사은품도 잘 쓰겠습니다 감사합니다사진 상 위 리뉴얼,기존꺼보다 확실히 가벼운 느낌이 있어요호 쓰고있다가 너무 붉은기가 많아서 문의후  구매했는데 아주 잘맞아요주신 사은품도 잘 쓰겠습니다 감사합니다사진 상 위 리뉴얼  밑 기존호
1392,1392,5,21.05.25.,배송이 진짜빠르네용토욜에주문햇는데 월욜에받앗어요,배송이 진짜빠르네용토욜에주문햇는데 월욜에받앗어요
1393,1393,5,21.04.24.,항상 쓰던건데 선물용으로 구매했어요주문하고 뒤늦게 선물포장 가능한지 문의드렸는데포장할수있게 챙겨보내주셔서 너무 감사해요앞으로 헤라살때 꼭 여기서 사고싶어요 진짜 감동입니다 ,항상 쓰던건데 선물용으로 구매했어요주문하고 뒤늦게 선물포장 가능한지 문의드렸는데포장할수있게 챙겨보내주셔서 너무 감사해요앞으로 헤라살때 꼭 여기서 사고싶어요 진짜 감동입니다 
1394,1394,5,21.04.04.,헤라로 쿠션 입문했었는데 새로운 블랙쿠션 나왔대서 구매했어요 케이스부터 고급집니다 같이주신 사은품이 하드캐리합니다 색 너무 이뻐요 매트 ,헤라로 쿠션 입문했었는데 새로운 블랙쿠션 나왔대서 구매했어요 케이스부터 고급집니다같이주신 사은품이 하드캐리합니다 색 너무 이뻐요 매트 
1395,1395,5,21.04.24.,제 자신에게 선물주는 기분이네요 챙겨주신 샘플도 많아서 진짜 감동이에요 잘 쓰겠습니다,제 자신에게 선물주는 기분이네요 챙겨주신 샘플도 많아서 진짜 감동이에요 잘 쓰겠습니다
1396,1396,5,21.05.21.,기대하고 있던 제품이에요 마스크에 잘 묻어나지 않고 좋네요,기대하고 있던 제품이에요 마스크에 잘 묻어나지 않고 좋네요
1397,1397,5,21.04.29.,늘 만족하는 헤라쿠션더욱더 업 되었네요,늘 만족하는 헤라쿠션더욱더 업 되었네요
1398,1398,5,21.04.24.,너무 좋아진 블랙쿠션이예요  요즘 하도 백화점이랑 네이버에서 파는곳이 많이서 어디서 구매할까 고민하다가 주문했는데너무 만족스러워요  최근에 주문한 많은 제품포장중 본점에서,너무 좋아진 블랙쿠션이예요 요즘 하도 백화점이랑 네이버에서 파는곳이 많이서 어디서 구매할까 고민하다가 주문했는데너무 만족스러워요 최근에 주문한 많은 제품포장중본점에서 제일 깔끔하게 포장해주신것같아여
1399,1399,5,21.04.19.,샘플도 귀엽게 배송도 빠르게 잘왔네요 향도 거슬리지 않고 좋고 케이스가 자석이네요 좋아용 저는 노란끼가 많은 피부톤인데 요건 살짝 핑크베이스이긴한것같아요 헤라 쿠션은 처음,샘플도 귀엽게 배송도 빠르게 잘왔네요 향도 거슬리지 않고 좋고 케이스가 자석이네요 좋아용 저는 노란끼가 많은 피부톤인데 요건 살짝 핑크베이스이긴한것같아요 헤라 쿠션은 처음인데 잘 맞았으면 좋겠어요
1400,1400,5,21.04.17.,배송은 좀 늦었으나 픽서 및 사은품도 마음에 들어요 기존호 블랙쿠션 썼고 사실 커버력이 생각보다 별로였는데신상에 또 마음이 혹가서 사봤는데꽤 괜찮네요,배송은 좀 늦었으나 픽서 및 사은품도 마음에 들어요 기존호 블랙쿠션 썼고 사실 커버력이 생각보다 별로였는데신상에 또 마음이 혹가서 사봤는데꽤 괜찮네요
1401,1401,2,21.04.11.,헤라 제품을 년간 쓰면서 이렇게 포장되어 온건처음이네요 상품 보내기전 검수는 하시나요 먼지가잔뜩 묻어서 왔네요 심지어 쿠션에 기스도 나 있어서반품 처리하고 싶었네요 애정,헤라 제품을 년간 쓰면서 이렇게 포장되어 온건처음이네요 상품 보내기전 검수는 하시나요 먼지가잔뜩 묻어서 왔네요 심지어 쿠션에 기스도 나 있어서반품 처리하고 싶었네요 애정템인데 실망했습니다
1402,1402,5,21.05.06.,빠른 배송과 믿고 쓰는 헤라 게다가 사은품까지 여기선 첫구매인데 대만족입니다 ,빠른 배송과 믿고 쓰는 헤라 게다가 사은품까지 여기선 첫구매인데 대만족입니다 
1403,1403,5,21.03.30.,블랙 케이스 예뻐요호 평소에 사용하는데 초밀착 구매했어요손등에 테스트해봤는데얇게 펴서 발리네요 사은품 틴트는 정말 초미니네요선호하는 색상이 아니라서 아쉬워요 미니백은 잘,블랙 케이스 예뻐요호 평소에 사용하는데 초밀착 구매했어요손등에 테스트해봤는데얇게 펴서 발리네요사은품 틴트는 정말 초미니네요선호하는 색상이 아니라서 아쉬워요미니백은 잘 사용할런지 모르겠네요
1404,1404,5,21.04.02.,구성도 좋고 예쁘고 다 좋네용 아직 써보기 전인데 기존꺼보다 더 좋아진게 느껴지길 싸게 잘 샀습니다,구성도 좋고 예쁘고 다 좋네용 아직 써보기 전인데 기존꺼보다 더 좋아진게 느껴지길 싸게 잘 샀습니다
1405,1405,5,21.04.10.,얇게 잘 발리고 보송하게 마무리 돼요 커버력은 보통인 거 같아요  케이스 안에 자석으로 되어있는지 여닫는게 깔끔해서 좋아요,얇게 잘 발리고 보송하게 마무리 돼요 커버력은 보통인 거 같아요  케이스 안에 자석으로 되어있는지 여닫는게 깔끔해서 좋아요
1406,1406,5,21.05.06.,리뷰가 워낙 좋은 제품이라 샀어요 사은품으로 립팔레트가 같이 왔는데 사실 잘 쓸지는 모르겠네요,리뷰가 워낙 좋은 제품이라 샀어요사은품으로 립팔레트가 같이 왔는데 사실 잘 쓸지는 모르겠네요
1407,1407,5,21.04.07.,발랐을 때 가볍고 지속력도 오래가고 마스크에도 많이 안묻어나고 좋아요 다쓰면 또 구매 할 예정입니다ㅎㅎㅎ헤라 최고,발랐을 때 가볍고 지속력도 오래가고 마스크에도 많이 안묻어나고 좋아요 다쓰면 또 구매 할 예정입니다ㅎㅎㅎ헤라 최고
1408,1408,5,21.04.24.,포장도 너무 이쁘게 해서 보내 주셨어요 오늘 써봤는데 커버력도 좋고 케이스도 이뻐요,포장도 너무 이쁘게 해서 보내 주셨어요 오늘 써봤는데 커버력도 좋고 케이스도 이뻐요
1409,1409,5,21.05.08.,어쩜 포장도 이리 깔끔하고 정성스럽게 해주셨는지답변도 시원시원 친절하시더니 마무리까지 흠 잡을 데가 없네요 딸이 너무 좋아합니다 감사합니다,어쩜 포장도 이리 깔끔하고 정성스럽게 해주셨는지답변도 시원시원 친절하시더니 마무리까지 흠 잡을 데가 없네요 딸이 너무 좋아합니다 감사합니다
1410,1410,5,21.04.20.,기초를 튼튼하게 잘 해야할것같아요 지속력도 좋고 묻어남도 거의 없고 최고입니당,기초를 튼튼하게 잘 해야할것같아요 지속력도 좋고 묻어남도 거의 없고 최고입니당
1411,1411,5,21.04.15.,블랙쿠션 처음써보는데 맘에들어요밀착력 커버력 좋고 톤도 화사해서 좋아요,블랙쿠션 처음써보는데 맘에들어요밀착력 커버력 좋고 톤도 화사해서 좋아요
1412,1412,5,21.04.30.,배송 빠르구요 리뉴얼 된 헤라 쿠션이 마스크 묻어남이 덜하다고 하여 구매했는데 최고입니다 심지어 같이 보내주신 사은품들 너무 짱짱하고 좋아요 ,배송 빠르구요 리뉴얼 된 헤라 쿠션이 마스크 묻어남이 덜하다고 하여 구매했는데 최고입니다 심지어 같이 보내주신 사은품들 너무 짱짱하고 좋아요 
